2001-12-07	HOWTO       	HTML        	SGML        	2
2002-01-07	QUICK       	N/A         	PDF         	1
2002-01-07	TEMPLATE    	DocBook     	SGML        	1
2002-01-07	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-08	FAQ         	DocBook     	SGML        	2
2002-01-08	FAQ         	HTML        	SGML        	2
2002-01-08	FAQ         	LinuxDoc    	SGML        	2
2002-01-08	FAQ         	N/A         	TEXT        	2
2002-01-08	GUIDE       	DocBook     	SGML        	8
2002-01-08	GUIDE       	DocBook     	XML         	2
2002-01-08	GUIDE       	HTML        	SGML        	1
2002-01-08	GUIDE       	LinuxDoc    	SGML        	1
2002-01-08	GUIDE       	N/A         	LaTeX       	1
2002-01-08	HOWTO       	DocBook     	SGML        	102
2002-01-08	HOWTO       	DocBook     	XML         	3
2002-01-08	HOWTO       	HTML        	SGML        	2
2002-01-08	HOWTO       	LinuxDoc    	SGML        	163
2002-01-08	MINI        	DocBook     	SGML        	76
2002-01-08	MINI        	DocBook     	XML         	1
2002-01-08	MINI        	HTML        	SGML        	1
2002-01-08	MINI        	LinuxDoc    	SGML        	36
2002-01-08	QUICK       	DocBook     	SGML        	1
2002-01-08	QUICK       	HTML        	SGML        	1
2002-01-08	QUICK       	N/A         	PDF         	1
2002-01-08	TEMPLATE    	DocBook     	SGML        	1
2002-01-08	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-09	FAQ         	DocBook     	SGML        	2
2002-01-09	FAQ         	HTML        	SGML        	2
2002-01-09	FAQ         	LinuxDoc    	SGML        	2
2002-01-09	FAQ         	N/A         	TEXT        	2
2002-01-09	GUIDE       	DocBook     	SGML        	8
2002-01-09	GUIDE       	DocBook     	XML         	2
2002-01-09	GUIDE       	HTML        	SGML        	1
2002-01-09	GUIDE       	LinuxDoc    	SGML        	1
2002-01-09	GUIDE       	N/A         	LaTeX       	1
2002-01-09	HOWTO       	DocBook     	SGML        	108
2002-01-09	HOWTO       	DocBook     	XML         	3
2002-01-09	HOWTO       	HTML        	SGML        	2
2002-01-09	HOWTO       	LinuxDoc    	SGML        	161
2002-01-09	MINI        	DocBook     	SGML        	76
2002-01-09	MINI        	DocBook     	XML         	1
2002-01-09	MINI        	HTML        	SGML        	1
2002-01-09	MINI        	LinuxDoc    	SGML        	36
2002-01-09	QUICK       	DocBook     	SGML        	1
2002-01-09	QUICK       	HTML        	SGML        	1
2002-01-09	QUICK       	N/A         	PDF         	1
2002-01-09	TEMPLATE    	DocBook     	SGML        	1
2002-01-09	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-10	FAQ         	DocBook     	SGML        	2
2002-01-10	FAQ         	HTML        	SGML        	2
2002-01-10	FAQ         	LinuxDoc    	SGML        	2
2002-01-10	FAQ         	N/A         	TEXT        	2
2002-01-10	GUIDE       	DocBook     	SGML        	8
2002-01-10	GUIDE       	DocBook     	XML         	2
2002-01-10	GUIDE       	HTML        	SGML        	1
2002-01-10	GUIDE       	LinuxDoc    	SGML        	1
2002-01-10	GUIDE       	N/A         	LaTeX       	1
2002-01-10	HOWTO       	DocBook     	SGML        	108
2002-01-10	HOWTO       	DocBook     	XML         	3
2002-01-10	HOWTO       	HTML        	SGML        	2
2002-01-10	HOWTO       	LinuxDoc    	SGML        	161
2002-01-10	MINI        	DocBook     	SGML        	76
2002-01-10	MINI        	DocBook     	XML         	1
2002-01-10	MINI        	HTML        	SGML        	1
2002-01-10	MINI        	LinuxDoc    	SGML        	36
2002-01-10	QUICK       	DocBook     	SGML        	1
2002-01-10	QUICK       	HTML        	SGML        	1
2002-01-10	QUICK       	N/A         	PDF         	1
2002-01-10	TEMPLATE    	DocBook     	SGML        	1
2002-01-10	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-11	FAQ         	DocBook     	SGML        	2
2002-01-11	FAQ         	HTML        	SGML        	2
2002-01-11	FAQ         	LinuxDoc    	SGML        	2
2002-01-11	FAQ         	N/A         	TEXT        	2
2002-01-11	GUIDE       	DocBook     	SGML        	8
2002-01-11	GUIDE       	DocBook     	XML         	2
2002-01-11	GUIDE       	HTML        	SGML        	1
2002-01-11	GUIDE       	LinuxDoc    	SGML        	1
2002-01-11	GUIDE       	N/A         	LaTeX       	1
2002-01-11	HOWTO       	DocBook     	SGML        	108
2002-01-11	HOWTO       	DocBook     	XML         	3
2002-01-11	HOWTO       	HTML        	SGML        	2
2002-01-11	HOWTO       	LinuxDoc    	SGML        	161
2002-01-11	MINI        	DocBook     	SGML        	76
2002-01-11	MINI        	DocBook     	XML         	1
2002-01-11	MINI        	HTML        	SGML        	1
2002-01-11	MINI        	LinuxDoc    	SGML        	36
2002-01-11	QUICK       	DocBook     	SGML        	1
2002-01-11	QUICK       	HTML        	SGML        	1
2002-01-11	QUICK       	N/A         	PDF         	1
2002-01-11	TEMPLATE    	DocBook     	SGML        	1
2002-01-11	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-12	FAQ         	DocBook     	SGML        	2
2002-01-12	FAQ         	HTML        	SGML        	2
2002-01-12	FAQ         	LinuxDoc    	SGML        	2
2002-01-12	FAQ         	N/A         	TEXT        	2
2002-01-12	GUIDE       	DocBook     	SGML        	8
2002-01-12	GUIDE       	DocBook     	XML         	2
2002-01-12	GUIDE       	HTML        	SGML        	1
2002-01-12	GUIDE       	LinuxDoc    	SGML        	1
2002-01-12	GUIDE       	N/A         	LaTeX       	1
2002-01-12	HOWTO       	DocBook     	SGML        	108
2002-01-12	HOWTO       	DocBook     	XML         	3
2002-01-12	HOWTO       	HTML        	SGML        	2
2002-01-12	HOWTO       	LinuxDoc    	SGML        	161
2002-01-12	MINI        	DocBook     	SGML        	76
2002-01-12	MINI        	DocBook     	XML         	1
2002-01-12	MINI        	HTML        	SGML        	1
2002-01-12	MINI        	LinuxDoc    	SGML        	36
2002-01-12	QUICK       	DocBook     	SGML        	1
2002-01-12	QUICK       	HTML        	SGML        	1
2002-01-12	QUICK       	N/A         	PDF         	1
2002-01-12	TEMPLATE    	DocBook     	SGML        	1
2002-01-12	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-13	FAQ         	DocBook     	SGML        	2
2002-01-13	FAQ         	HTML        	SGML        	2
2002-01-13	FAQ         	LinuxDoc    	SGML        	2
2002-01-13	FAQ         	N/A         	TEXT        	2
2002-01-13	GUIDE       	DocBook     	SGML        	8
2002-01-13	GUIDE       	DocBook     	XML         	2
2002-01-13	GUIDE       	HTML        	SGML        	1
2002-01-13	GUIDE       	LinuxDoc    	SGML        	1
2002-01-13	GUIDE       	N/A         	LaTeX       	1
2002-01-13	HOWTO       	DocBook     	SGML        	108
2002-01-13	HOWTO       	DocBook     	XML         	3
2002-01-13	HOWTO       	HTML        	SGML        	2
2002-01-13	HOWTO       	LinuxDoc    	SGML        	161
2002-01-13	MINI        	DocBook     	SGML        	76
2002-01-13	MINI        	DocBook     	XML         	1
2002-01-13	MINI        	HTML        	SGML        	1
2002-01-13	MINI        	LinuxDoc    	SGML        	36
2002-01-13	QUICK       	DocBook     	SGML        	1
2002-01-13	QUICK       	HTML        	SGML        	1
2002-01-13	QUICK       	N/A         	PDF         	1
2002-01-13	TEMPLATE    	DocBook     	SGML        	1
2002-01-13	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-14	FAQ         	DocBook     	SGML        	2
2002-01-14	FAQ         	HTML        	SGML        	2
2002-01-14	FAQ         	LinuxDoc    	SGML        	2
2002-01-14	FAQ         	N/A         	TEXT        	2
2002-01-14	GUIDE       	DocBook     	SGML        	8
2002-01-14	GUIDE       	DocBook     	XML         	2
2002-01-14	GUIDE       	HTML        	SGML        	1
2002-01-14	GUIDE       	LinuxDoc    	SGML        	1
2002-01-14	GUIDE       	N/A         	LaTeX       	1
2002-01-14	HOWTO       	DocBook     	SGML        	108
2002-01-14	HOWTO       	DocBook     	XML         	3
2002-01-14	HOWTO       	HTML        	SGML        	2
2002-01-14	HOWTO       	LinuxDoc    	SGML        	161
2002-01-14	MINI        	DocBook     	SGML        	76
2002-01-14	MINI        	DocBook     	XML         	1
2002-01-14	MINI        	HTML        	SGML        	1
2002-01-14	MINI        	LinuxDoc    	SGML        	36
2002-01-14	QUICK       	DocBook     	SGML        	1
2002-01-14	QUICK       	HTML        	SGML        	1
2002-01-14	QUICK       	N/A         	PDF         	1
2002-01-14	TEMPLATE    	DocBook     	SGML        	1
2002-01-14	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-15	FAQ         	DocBook     	SGML        	2
2002-01-15	FAQ         	HTML        	SGML        	2
2002-01-15	FAQ         	LinuxDoc    	SGML        	2
2002-01-15	FAQ         	N/A         	TEXT        	2
2002-01-15	GUIDE       	DocBook     	SGML        	8
2002-01-15	GUIDE       	DocBook     	XML         	2
2002-01-15	GUIDE       	HTML        	SGML        	1
2002-01-15	GUIDE       	LinuxDoc    	SGML        	1
2002-01-15	GUIDE       	N/A         	LaTeX       	1
2002-01-15	HOWTO       	DocBook     	SGML        	108
2002-01-15	HOWTO       	DocBook     	XML         	3
2002-01-15	HOWTO       	HTML        	SGML        	2
2002-01-15	HOWTO       	LinuxDoc    	SGML        	161
2002-01-15	MINI        	DocBook     	SGML        	76
2002-01-15	MINI        	DocBook     	XML         	1
2002-01-15	MINI        	HTML        	SGML        	1
2002-01-15	MINI        	LinuxDoc    	SGML        	36
2002-01-15	QUICK       	DocBook     	SGML        	1
2002-01-15	QUICK       	HTML        	SGML        	1
2002-01-15	QUICK       	N/A         	PDF         	1
2002-01-15	TEMPLATE    	DocBook     	SGML        	1
2002-01-15	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-16	FAQ         	DocBook     	SGML        	2
2002-01-16	FAQ         	HTML        	SGML        	2
2002-01-16	FAQ         	LinuxDoc    	SGML        	2
2002-01-16	FAQ         	N/A         	TEXT        	2
2002-01-16	GUIDE       	DocBook     	SGML        	8
2002-01-16	GUIDE       	DocBook     	XML         	2
2002-01-16	GUIDE       	HTML        	SGML        	1
2002-01-16	GUIDE       	LinuxDoc    	SGML        	1
2002-01-16	GUIDE       	N/A         	LaTeX       	1
2002-01-16	HOWTO       	DocBook     	SGML        	110
2002-01-16	HOWTO       	DocBook     	XML         	4
2002-01-16	HOWTO       	HTML        	SGML        	2
2002-01-16	HOWTO       	LinuxDoc    	SGML        	160
2002-01-16	MINI        	DocBook     	SGML        	76
2002-01-16	MINI        	DocBook     	XML         	1
2002-01-16	MINI        	HTML        	SGML        	1
2002-01-16	MINI        	LinuxDoc    	SGML        	36
2002-01-16	QUICK       	DocBook     	SGML        	1
2002-01-16	QUICK       	HTML        	SGML        	1
2002-01-16	QUICK       	N/A         	PDF         	1
2002-01-16	TEMPLATE    	DocBook     	SGML        	1
2002-01-16	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-17	FAQ         	DocBook     	SGML        	2
2002-01-17	FAQ         	HTML        	SGML        	2
2002-01-17	FAQ         	LinuxDoc    	SGML        	2
2002-01-17	FAQ         	N/A         	TEXT        	2
2002-01-17	GUIDE       	DocBook     	SGML        	8
2002-01-17	GUIDE       	DocBook     	XML         	2
2002-01-17	GUIDE       	HTML        	SGML        	1
2002-01-17	GUIDE       	LinuxDoc    	SGML        	1
2002-01-17	GUIDE       	N/A         	LaTeX       	1
2002-01-17	HOWTO       	DocBook     	SGML        	110
2002-01-17	HOWTO       	DocBook     	XML         	4
2002-01-17	HOWTO       	HTML        	SGML        	2
2002-01-17	HOWTO       	LinuxDoc    	SGML        	160
2002-01-17	MINI        	DocBook     	SGML        	76
2002-01-17	MINI        	DocBook     	XML         	1
2002-01-17	MINI        	HTML        	SGML        	1
2002-01-17	MINI        	LinuxDoc    	SGML        	36
2002-01-17	QUICK       	DocBook     	SGML        	1
2002-01-17	QUICK       	HTML        	SGML        	1
2002-01-17	QUICK       	N/A         	PDF         	1
2002-01-17	TEMPLATE    	DocBook     	SGML        	1
2002-01-17	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-18	FAQ         	DocBook     	SGML        	2
2002-01-18	FAQ         	HTML        	SGML        	2
2002-01-18	FAQ         	LinuxDoc    	SGML        	2
2002-01-18	FAQ         	N/A         	TEXT        	2
2002-01-18	GUIDE       	DocBook     	SGML        	8
2002-01-18	GUIDE       	DocBook     	XML         	2
2002-01-18	GUIDE       	HTML        	SGML        	1
2002-01-18	GUIDE       	LinuxDoc    	SGML        	1
2002-01-18	GUIDE       	N/A         	LaTeX       	1
2002-01-18	HOWTO       	DocBook     	SGML        	111
2002-01-18	HOWTO       	DocBook     	XML         	4
2002-01-18	HOWTO       	HTML        	SGML        	2
2002-01-18	HOWTO       	LinuxDoc    	SGML        	160
2002-01-18	MINI        	DocBook     	SGML        	76
2002-01-18	MINI        	DocBook     	XML         	1
2002-01-18	MINI        	HTML        	SGML        	1
2002-01-18	MINI        	LinuxDoc    	SGML        	36
2002-01-18	QUICK       	DocBook     	SGML        	1
2002-01-18	QUICK       	HTML        	SGML        	1
2002-01-18	QUICK       	N/A         	PDF         	1
2002-01-18	TEMPLATE    	DocBook     	SGML        	1
2002-01-18	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-19	FAQ         	DocBook     	SGML        	2
2002-01-19	FAQ         	HTML        	SGML        	2
2002-01-19	FAQ         	LinuxDoc    	SGML        	2
2002-01-19	FAQ         	N/A         	TEXT        	2
2002-01-19	GUIDE       	DocBook     	SGML        	8
2002-01-19	GUIDE       	DocBook     	XML         	2
2002-01-19	GUIDE       	HTML        	SGML        	1
2002-01-19	GUIDE       	LinuxDoc    	SGML        	1
2002-01-19	GUIDE       	N/A         	LaTeX       	1
2002-01-19	HOWTO       	DocBook     	SGML        	111
2002-01-19	HOWTO       	DocBook     	XML         	4
2002-01-19	HOWTO       	HTML        	SGML        	2
2002-01-19	HOWTO       	LinuxDoc    	SGML        	160
2002-01-19	MINI        	DocBook     	SGML        	76
2002-01-19	MINI        	DocBook     	XML         	1
2002-01-19	MINI        	HTML        	SGML        	1
2002-01-19	MINI        	LinuxDoc    	SGML        	36
2002-01-19	QUICK       	DocBook     	SGML        	1
2002-01-19	QUICK       	HTML        	SGML        	1
2002-01-19	QUICK       	N/A         	PDF         	1
2002-01-19	TEMPLATE    	DocBook     	SGML        	1
2002-01-19	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-20	FAQ         	DocBook     	SGML        	2
2002-01-20	FAQ         	HTML        	SGML        	2
2002-01-20	FAQ         	LinuxDoc    	SGML        	2
2002-01-20	FAQ         	N/A         	TEXT        	2
2002-01-20	GUIDE       	DocBook     	SGML        	8
2002-01-20	GUIDE       	DocBook     	XML         	2
2002-01-20	GUIDE       	HTML        	SGML        	1
2002-01-20	GUIDE       	LinuxDoc    	SGML        	1
2002-01-20	GUIDE       	N/A         	LaTeX       	1
2002-01-20	HOWTO       	DocBook     	SGML        	111
2002-01-20	HOWTO       	DocBook     	XML         	4
2002-01-20	HOWTO       	HTML        	SGML        	2
2002-01-20	HOWTO       	LinuxDoc    	SGML        	160
2002-01-20	MINI        	DocBook     	SGML        	76
2002-01-20	MINI        	DocBook     	XML         	1
2002-01-20	MINI        	HTML        	SGML        	1
2002-01-20	MINI        	LinuxDoc    	SGML        	36
2002-01-20	QUICK       	DocBook     	SGML        	1
2002-01-20	QUICK       	HTML        	SGML        	1
2002-01-20	QUICK       	N/A         	PDF         	1
2002-01-20	TEMPLATE    	DocBook     	SGML        	1
2002-01-20	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-21	FAQ         	DocBook     	SGML        	2
2002-01-21	FAQ         	HTML        	SGML        	2
2002-01-21	FAQ         	LinuxDoc    	SGML        	2
2002-01-21	FAQ         	N/A         	TEXT        	2
2002-01-21	GUIDE       	DocBook     	SGML        	8
2002-01-21	GUIDE       	DocBook     	XML         	2
2002-01-21	GUIDE       	HTML        	SGML        	1
2002-01-21	GUIDE       	LinuxDoc    	SGML        	1
2002-01-21	GUIDE       	N/A         	LaTeX       	1
2002-01-21	HOWTO       	DocBook     	SGML        	111
2002-01-21	HOWTO       	DocBook     	XML         	4
2002-01-21	HOWTO       	HTML        	SGML        	2
2002-01-21	HOWTO       	LinuxDoc    	SGML        	160
2002-01-21	MINI        	DocBook     	SGML        	76
2002-01-21	MINI        	DocBook     	XML         	1
2002-01-21	MINI        	HTML        	SGML        	1
2002-01-21	MINI        	LinuxDoc    	SGML        	36
2002-01-21	QUICK       	DocBook     	SGML        	1
2002-01-21	QUICK       	HTML        	SGML        	1
2002-01-21	QUICK       	N/A         	PDF         	1
2002-01-21	TEMPLATE    	DocBook     	SGML        	1
2002-01-21	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-22	FAQ         	DocBook     	SGML        	2
2002-01-22	FAQ         	HTML        	SGML        	2
2002-01-22	FAQ         	LinuxDoc    	SGML        	2
2002-01-22	FAQ         	N/A         	TEXT        	2
2002-01-22	GUIDE       	DocBook     	SGML        	8
2002-01-22	GUIDE       	DocBook     	XML         	2
2002-01-22	GUIDE       	HTML        	SGML        	1
2002-01-22	GUIDE       	LinuxDoc    	SGML        	1
2002-01-22	GUIDE       	N/A         	LaTeX       	1
2002-01-22	HOWTO       	DocBook     	SGML        	111
2002-01-22	HOWTO       	DocBook     	XML         	4
2002-01-22	HOWTO       	HTML        	SGML        	2
2002-01-22	HOWTO       	LinuxDoc    	SGML        	160
2002-01-22	MINI        	DocBook     	SGML        	76
2002-01-22	MINI        	DocBook     	XML         	1
2002-01-22	MINI        	HTML        	SGML        	1
2002-01-22	MINI        	LinuxDoc    	SGML        	36
2002-01-22	QUICK       	DocBook     	SGML        	1
2002-01-22	QUICK       	HTML        	SGML        	1
2002-01-22	QUICK       	N/A         	PDF         	1
2002-01-22	TEMPLATE    	DocBook     	SGML        	1
2002-01-22	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-23	FAQ         	DocBook     	SGML        	2
2002-01-23	FAQ         	HTML        	SGML        	2
2002-01-23	FAQ         	LinuxDoc    	SGML        	2
2002-01-23	FAQ         	N/A         	TEXT        	2
2002-01-23	GUIDE       	DocBook     	SGML        	8
2002-01-23	GUIDE       	DocBook     	XML         	2
2002-01-23	GUIDE       	HTML        	SGML        	1
2002-01-23	GUIDE       	LinuxDoc    	SGML        	1
2002-01-23	GUIDE       	N/A         	LaTeX       	1
2002-01-23	HOWTO       	DocBook     	SGML        	111
2002-01-23	HOWTO       	DocBook     	XML         	4
2002-01-23	HOWTO       	HTML        	SGML        	2
2002-01-23	HOWTO       	LinuxDoc    	SGML        	160
2002-01-23	MINI        	DocBook     	SGML        	77
2002-01-23	MINI        	DocBook     	XML         	1
2002-01-23	MINI        	HTML        	SGML        	1
2002-01-23	MINI        	LinuxDoc    	SGML        	36
2002-01-23	QUICK       	DocBook     	SGML        	1
2002-01-23	QUICK       	HTML        	SGML        	1
2002-01-23	QUICK       	N/A         	PDF         	1
2002-01-23	TEMPLATE    	DocBook     	SGML        	1
2002-01-23	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-24	FAQ         	DocBook     	SGML        	1
2002-01-24	FAQ         	HTML        	SGML        	2
2002-01-24	FAQ         	LinuxDoc    	SGML        	2
2002-01-24	FAQ         	N/A         	TEXT        	2
2002-01-24	FAQ         	N/A         	WIKI        	1
2002-01-24	GUIDE       	DocBook     	SGML        	8
2002-01-24	GUIDE       	DocBook     	XML         	2
2002-01-24	GUIDE       	HTML        	SGML        	1
2002-01-24	GUIDE       	LinuxDoc    	SGML        	1
2002-01-24	GUIDE       	N/A         	LaTeX       	1
2002-01-24	HOWTO       	DocBook     	SGML        	110
2002-01-24	HOWTO       	DocBook     	XML         	4
2002-01-24	HOWTO       	HTML        	SGML        	2
2002-01-24	HOWTO       	LinuxDoc    	SGML        	160
2002-01-24	HOWTO       	N/A         	WIKI        	2
2002-01-24	MINI        	DocBook     	SGML        	77
2002-01-24	MINI        	DocBook     	XML         	1
2002-01-24	MINI        	HTML        	SGML        	1
2002-01-24	MINI        	LinuxDoc    	SGML        	36
2002-01-24	QUICK       	DocBook     	SGML        	1
2002-01-24	QUICK       	HTML        	SGML        	1
2002-01-24	QUICK       	N/A         	PDF         	1
2002-01-24	TEMPLATE    	DocBook     	SGML        	1
2002-01-24	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-25	FAQ         	DocBook     	SGML        	1
2002-01-25	FAQ         	HTML        	SGML        	2
2002-01-25	FAQ         	LinuxDoc    	SGML        	2
2002-01-25	FAQ         	N/A         	TEXT        	2
2002-01-25	FAQ         	N/A         	WIKI        	2
2002-01-25	GUIDE       	DocBook     	SGML        	8
2002-01-25	GUIDE       	DocBook     	XML         	2
2002-01-25	GUIDE       	HTML        	SGML        	1
2002-01-25	GUIDE       	LinuxDoc    	SGML        	1
2002-01-25	GUIDE       	N/A         	LaTeX       	1
2002-01-25	HOWTO       	DocBook     	SGML        	110
2002-01-25	HOWTO       	DocBook     	XML         	4
2002-01-25	HOWTO       	HTML        	SGML        	2
2002-01-25	HOWTO       	LinuxDoc    	SGML        	160
2002-01-25	HOWTO       	N/A         	WIKI        	2
2002-01-25	MINI        	DocBook     	SGML        	77
2002-01-25	MINI        	DocBook     	XML         	1
2002-01-25	MINI        	HTML        	SGML        	1
2002-01-25	MINI        	LinuxDoc    	SGML        	36
2002-01-25	QUICK       	DocBook     	SGML        	1
2002-01-25	QUICK       	HTML        	SGML        	1
2002-01-25	QUICK       	N/A         	PDF         	1
2002-01-25	TEMPLATE    	DocBook     	SGML        	1
2002-01-25	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-26	FAQ         	DocBook     	SGML        	1
2002-01-26	FAQ         	HTML        	SGML        	2
2002-01-26	FAQ         	LinuxDoc    	SGML        	2
2002-01-26	FAQ         	N/A         	TEXT        	2
2002-01-26	FAQ         	N/A         	WIKI        	2
2002-01-26	GUIDE       	DocBook     	SGML        	8
2002-01-26	GUIDE       	DocBook     	XML         	2
2002-01-26	GUIDE       	HTML        	SGML        	1
2002-01-26	GUIDE       	LinuxDoc    	SGML        	1
2002-01-26	GUIDE       	N/A         	LaTeX       	1
2002-01-26	HOWTO       	DocBook     	SGML        	110
2002-01-26	HOWTO       	DocBook     	XML         	4
2002-01-26	HOWTO       	HTML        	SGML        	2
2002-01-26	HOWTO       	LinuxDoc    	SGML        	160
2002-01-26	HOWTO       	N/A         	WIKI        	1
2002-01-26	MINI        	DocBook     	SGML        	77
2002-01-26	MINI        	DocBook     	XML         	1
2002-01-26	MINI        	HTML        	SGML        	1
2002-01-26	MINI        	LinuxDoc    	SGML        	36
2002-01-26	QUICK       	DocBook     	SGML        	1
2002-01-26	QUICK       	HTML        	SGML        	1
2002-01-26	QUICK       	N/A         	PDF         	1
2002-01-26	TEMPLATE    	DocBook     	SGML        	1
2002-01-26	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-27	FAQ         	DocBook     	SGML        	1
2002-01-27	FAQ         	HTML        	SGML        	2
2002-01-27	FAQ         	LinuxDoc    	SGML        	2
2002-01-27	FAQ         	N/A         	TEXT        	2
2002-01-27	FAQ         	N/A         	WIKI        	2
2002-01-27	GUIDE       	DocBook     	SGML        	8
2002-01-27	GUIDE       	DocBook     	XML         	2
2002-01-27	GUIDE       	HTML        	SGML        	1
2002-01-27	GUIDE       	LinuxDoc    	SGML        	1
2002-01-27	GUIDE       	N/A         	LaTeX       	1
2002-01-27	HOWTO       	DocBook     	SGML        	110
2002-01-27	HOWTO       	DocBook     	XML         	4
2002-01-27	HOWTO       	HTML        	SGML        	2
2002-01-27	HOWTO       	LinuxDoc    	SGML        	160
2002-01-27	HOWTO       	N/A         	WIKI        	1
2002-01-27	MINI        	DocBook     	SGML        	77
2002-01-27	MINI        	DocBook     	XML         	1
2002-01-27	MINI        	HTML        	SGML        	1
2002-01-27	MINI        	LinuxDoc    	SGML        	36
2002-01-27	QUICK       	DocBook     	SGML        	1
2002-01-27	QUICK       	HTML        	SGML        	1
2002-01-27	QUICK       	N/A         	PDF         	1
2002-01-27	TEMPLATE    	DocBook     	SGML        	1
2002-01-27	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-28	FAQ         	DocBook     	SGML        	1
2002-01-28	FAQ         	HTML        	SGML        	2
2002-01-28	FAQ         	LinuxDoc    	SGML        	2
2002-01-28	FAQ         	N/A         	TEXT        	2
2002-01-28	FAQ         	N/A         	WIKI        	2
2002-01-28	GUIDE       	DocBook     	SGML        	8
2002-01-28	GUIDE       	DocBook     	XML         	2
2002-01-28	GUIDE       	HTML        	SGML        	1
2002-01-28	GUIDE       	LinuxDoc    	SGML        	1
2002-01-28	GUIDE       	N/A         	LaTeX       	1
2002-01-28	HOWTO       	DocBook     	SGML        	110
2002-01-28	HOWTO       	DocBook     	XML         	4
2002-01-28	HOWTO       	HTML        	SGML        	2
2002-01-28	HOWTO       	LinuxDoc    	SGML        	160
2002-01-28	HOWTO       	N/A         	WIKI        	1
2002-01-28	MINI        	DocBook     	SGML        	77
2002-01-28	MINI        	DocBook     	XML         	1
2002-01-28	MINI        	HTML        	SGML        	1
2002-01-28	MINI        	LinuxDoc    	SGML        	36
2002-01-28	QUICK       	DocBook     	SGML        	1
2002-01-28	QUICK       	HTML        	SGML        	1
2002-01-28	QUICK       	N/A         	PDF         	1
2002-01-28	TEMPLATE    	DocBook     	SGML        	1
2002-01-28	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-29	FAQ         	DocBook     	SGML        	1
2002-01-29	FAQ         	HTML        	SGML        	2
2002-01-29	FAQ         	LinuxDoc    	SGML        	2
2002-01-29	FAQ         	N/A         	TEXT        	2
2002-01-29	FAQ         	N/A         	WIKI        	2
2002-01-29	GUIDE       	DocBook     	SGML        	8
2002-01-29	GUIDE       	DocBook     	XML         	2
2002-01-29	GUIDE       	HTML        	SGML        	1
2002-01-29	GUIDE       	LinuxDoc    	SGML        	1
2002-01-29	GUIDE       	N/A         	LaTeX       	1
2002-01-29	HOWTO       	DocBook     	SGML        	110
2002-01-29	HOWTO       	DocBook     	XML         	4
2002-01-29	HOWTO       	HTML        	SGML        	2
2002-01-29	HOWTO       	LinuxDoc    	SGML        	160
2002-01-29	HOWTO       	N/A         	WIKI        	1
2002-01-29	MINI        	DocBook     	SGML        	77
2002-01-29	MINI        	DocBook     	XML         	1
2002-01-29	MINI        	HTML        	SGML        	1
2002-01-29	MINI        	LinuxDoc    	SGML        	36
2002-01-29	QUICK       	DocBook     	SGML        	1
2002-01-29	QUICK       	HTML        	SGML        	1
2002-01-29	QUICK       	N/A         	PDF         	1
2002-01-29	TEMPLATE    	DocBook     	SGML        	1
2002-01-29	TEMPLATE    	LinuxDoc    	SGML        	2
2002-01-30	FAQ         	DocBook     	SGML        	1
2002-01-30	FAQ         	HTML        	SGML        	2
2002-01-30	FAQ         	LinuxDoc    	SGML        	2
2002-01-30	FAQ         	N/A         	TEXT        	2
2002-01-30	FAQ         	N/A         	WIKI        	2
2002-01-30	GUIDE       	DocBook     	SGML        	8
2002-01-30	GUIDE       	DocBook     	XML         	2
2002-01-30	GUIDE       	HTML        	SGML        	1
2002-01-30	GUIDE       	LinuxDoc    	SGML        	1
2002-01-30	GUIDE       	N/A         	LaTeX       	1
2002-01-30	HOWTO       	DocBook     	SGML        	111
2002-01-30	HOWTO       	DocBook     	XML         	4
2002-01-30	HOWTO       	HTML        	SGML        	2
2002-01-30	HOWTO       	LinuxDoc    	SGML        	160
2002-01-30	HOWTO       	N/A         	WIKI        	1
2002-01-30	MINI        	DocBook     	SGML        	77
2002-01-30	MINI        	DocBook     	XML         	1
2002-01-30	MINI        	HTML        	SGML        	1
2002-01-30	MINI        	LinuxDoc    	SGML        	36
2002-01-30	QUICK       	DocBook     	SGML        	1
2002-01-30	QUICK       	HTML        	SGML        	1
2002-01-30	QUICK       	N/A         	PDF         	1
